content,score
"Akhir - akhir ini saya dapat driver yang jauh, padahal banyak yang dekat dengan rumah saya. Sehingga saya sering di cancel dengan driver gojek",2
"Entah kenapa akun saya promo gratis ongkirnya ga bisa, ga muncul tanda plusnya aneh banget rugi saya belinya",1
"Saya masih suka heran pake aplikasi ini driver nya gak ada yg bener semuaaa , Ini yg ke berapa kalinya saya naik dans Aya kecewa ,kenapa ? Apa ada perbedaan konsumen yg bayar nya cuman 7500 diperlakukan seperti ini ? ,kronologinyaa saya pesan gojek dengan tarif 7500 krna pake voucher, pas drivernya dtg saya naik ,gak jauh dari kos saya ingat helm saya ketinggalan krna posisinya sj BAPAK INI TIDAK MENAWARKAN SAYA HELM ,TIDAK SESUAI SOP BANGET, saya bilang balikdia gak mau kalo mslh uang ya ngmng",1
"Sering dapat driver yg potonya beda di aplikasi,,, pernah sekali² nanya ternyata mereka verifikasi wajah tuh tiap hari ke yg punya akun,, mestinya tiap kali order harus verifikasi",3
"Limit gopay pinjam sudah 2,6 jt.pengajuan tgl 15 Jan 24 ,setelah di ajukan mlh di tolak dan di suruh ajukan LV tgl 15febuari24. Ga ad duitnya jgn nawarin pinjaman bos",1
"Aneh sih, untuk harga gofoodnya, rincian sebelum pesen dan setelah pesen beda, yg awalnya ongkirnya 13rb berubah jadi 16rb, biaya penanganannya juga berubah. Ongkir sm biaya penanganan bisa buat makanan 1porsi. Terus lagaknya ada gratis ongkir tp karna ada biaya penanganan jadi ttp kayak bayar ongkir. Ongkirnya 13rb, gratis ongkir 6rb, biaya penanganan 4rb, sama aja anjir berasa ttp kena ongkir. Perasaan dulu gak kayak gitu.",3
Heran sama gopaylater lama2 kok error terus....pagi dipakai untk transaksi bisa....siang udh nggk bisa lagi...dikomplain jga customer servisnya lama blsnya....tolong dong dibenahi lagi....bayar tepat waktu tpi klo gopaylaternya gitu melulu kan sya repot jg,1
Gabisa pesan makanan padahal sinyal bagus tapi memuat teross,1
"Ini aku langganan go plus, awalnya dikasih promo yg mayan dari gojeknya. Setelah pemakaian 1 bulan, promo dari gojeknya malah makin dikit dan makin pelit.",1
Ini aplikasi ko udah 2 hari gada koneksi internet terus ya. Saya uninstall dan saya install lagi ternyata sama saja,1
Buat pesan makanan sering terjadi kendala..banyak resto yg g bisa pesan antar..ktanya ada kendala.kendala kok tipa hari,1
Makin sering dipake makin mahal,3
Kenapa link sms verifikasi tidak masuk-masuk?,1
Saya mau pesan order gobox namun tidak ada mobil terus bagaimana ini?,2
"Tolong saya pesan gosend untuk urusan kerjaan. Barang memang sudah ditangan saya, tapi di apps sama driver dicancel. Jadi saya gabisa download bukti pembayarannya untuk claim ke perusahaan. Gimana ini? Driver nipu",1
"Mau upgrade ke gopay plus tapi di tolak terus padahal mau buat prakerja , ktp sesuai punya pribadi .",1
vocer gratis gofood dan goride/gocar tidak ada.,3
"Mantab , akun saya yang sudah diblokir bisa digunakan kembali , thank youuu !!!!",5
Ancur semuanya bag di mana mana,1
Apk minta di update terus hadeuhh,2
Gopaylater tidak bisa digunakan padahal bayar tepat waktu. Dari tanggal 20 november akun gopaylater saya tidakbisa digunakan. tolong kembalikan gopaylater by findaya. Yg dari MAB kayak gak siap gitu. Terkesan gak jelas,3
Mahal banget sih ongkir gofood dan ongkos gojek nya wkt taun baru ... Jarak dket pdahal ...,1
Kebanykn biaya aplikasi dll nya. Setauku dulu murahh. Skrng mahal bgt,1
Gofood ongkirnya mahal sekali mau jerak seberapapun mahalnya beda sama sebelah,1
Hai gojek tolong bantu saya beli obat diaplikasi gojek memggunakan gomed dicancel tapi gak direfund,1
Aplikasi berat membuat hp lambat loading,1
"Sayang sekali, di gofood biasa bisa pakai 2 vocer, sekarang cuma bisa pake 1 vocer doang huhhhhh",3
"beli paket data telkomsel via mytelkomsel bayar pake gojek,saldo gopay kepotong,paket data nggak masuk. salah siapa?",1
Ni gojek lgi knp ya? Biasanya ada auto promo pas check out Go Food. Aneh,2
Dancuk,1
Keren,3
"Susah banget dapet driver, percuma ada diskon gede tp ga bisa di pake",2
2x ini kecewa dgn promo dari gojek...vocer promo tb2 hilang padahal blm expired tanggal pemakaiannya..dan TDK ada solusi nya,3
HAMPIR TIAP HARI GW KEBLOKIR MULU ALASAN KAMU GAK BISA PAKAI FITUR INI PADAHAL GUA CUMA OPEN FAST TOURNAMENT DOANG EMANG GINI YA SISTEM GOJEK LEMAH BANGET KARENA BANYAKNYA TRANSAKSI DLL ? BENERI DULU LALU GUA BINTANG 5 SIP,1
Setiap pakai express knp lama sekali,1
Heran baru aja daftar akun dah di blokir,1
Kenapa akun saya di gojek tdk bisa dibuka pdhl no hp nya udah bener sesuai ..,1
Update terus ajg,1
sangat buruk gojek ny,1
"Jiji biaya aplikasi nya mahal banget coy, beli makanan malah makin mahal di gofood. Terus aplikasi nya jadi gak sebagus dulu. SEKEDAR INFO, BELI MAKANAN DI GRAB FOOD LEBIH MURAH,PROMO NYA BANYAK BANGET DAN GAK SEMAHAL GOFOOD. GW GAK BOONG,COBA AJA SENDIRI DI GRABFOOD",1
Cukup puas dgnlayanannya,1
aplikasi gojk agak ribet,1
Saya barusan top up game online di coda shop gopay nya minus Dm nya kagak masuk ajng,1
Gojek lagi kenapa yaa dari tadi pesen driver nya sibuk teru,2
Gojek.. Apakah harus ada gopay.. Di hp satunya udh full app.. Gk ada yg tersisa utk instal app go pay... Skrg g bisa dipake tuh app gojek dihp aku satunya.. Suruh pasang PiN.. Lah kode otp via SMS tapi pake link.. Linknya gmn sih.. Udah kebuka tp gk mudeng dah.. Gk bisa gmn caranya.. Pliss solusinya.. Makin sulit aja nih app gojek.. Ya kaliii.. Hp full app gk bisa apa apa,1
"Mau daftar gabisa bisa.. udah dm di twitter, ig gaada balasan.",1
Isi saldo gopay tidak masuk,1
"Kepada pihak aplikasi kenapa akun gopay saya di blokir,mohon penjelasan nya",1
Aplikasinya g jelas membingungkan g ada layanan pengaduannya,1
"Abis di update ko malah susah bgt dibuka, lama dan kluar sendiri terus gagal muat. Bikin lama dan susah klo mau order",5
Login susah,1
"Ko not responding terus sih, sebelumnya sudah saya update, dan sinyal juga kenceng, ram 8gb, masih kosong 3Gb, internal 256Gb,",1
"Balikin duit 500rb saya bos akun limit 20jt kok uang nya gak balik lagi, aplikasi besar masih makan duit orang!!",1
"bingung salahnya dimana, baru aktifin gpaylater. 3 kali order trs gabisa diakses? kalo mau buat laporan gimana wkwk mau aku bayar",2
Tidak bisa dipakai sangt jelek,1
"Bagus,,",3
Sudah pakai WiFi pakai paket data tetep aja internet mati tolong dong demi kenyamanan pelanggan tolong di perbarui saldo Masi banyak tapi tidak bisa di gunakan,1
Klau udah hujan driver susah dapet klau sekarag,4
aplikasi nya sebenarnya bagus tapi akun gopay saya di blokir secara tiba² dan saya tidak tahu alasannya mengapa.....,1
"Orang gak mau update ko di nonaktifkan ,. Secra di aplikasi ada saldo ya mau gak mau di updet",2
Tidak ramah,1
Udah 2 kali top up gojek plus tapi gak ada dapat vocer gofood jadi malas make gojek lgi. Padahal belum habis masa aktif gojek plus udh top up lgi karna gak dapat vocer,1
Keburu tepar saya dari tadi mesen gk ada yg nerima kalo gitu mending gk usah download gojek bikin buang paket internet saya saja,1
Tolong tambahkan jam waktu buka dan tutup karena kalau lagi ingin membeli makanan di gofood jadi susah nunggu buka nya,3
Merepotkan cs tdk bisa ditelp,1
"Lebaran susah dapet driver, jangan pelit lah sama driver sendiri kasi bonus kek",1
Gopay gak mikir yg belum punya ktp gak bisa upgrade gopay plus dasar tololl,2
Bahasa inggris,1
malah lebih lemot,1
kadang klo lagu hujan driver nya jauh2,2
"Pelayanan pengaduan buruk. Saya sudah menyatakan bahwa akun saya tidak bisa di buka. Hanya bisa sampai di halaman pembuatan pin. Saya membuat pelaporan melalui email berkali-kali, tetapi tetap saja solusinya harus dengan cara mengklik pilihan yang ada pada akun. Sedangkan kendala utamanya adalah saya tidak bisa buka akun saya. Sudah berkali-kali di bahas. Tetap jawaban yang sama. Mana bisa saya klik yang kalian suruh, di buka saja tidak bisa akun saya. Saya sangat kecewa dengan pelayanan penguan",1
"80% oknum driver gocar nya kaya orang bisu, buta huruf . Minimal klo orderannya ga mau diambil jangan diem aja. Tapi konfirmasi ke penumpang biar bisa di cancel. Nunggu udah lama2 ga tau nya mobilnya menjauh dari titik jemput. Tolong dong di proses oknum yang seperti itu. Mana lagi dirumah sakit mau bawa orang sakit malah dikerjain sama oknum driver gocar",1
Aplikasi yang buruk. Pengalaman pesan go food. Driver telat jemput. Tulisannya sudah di tempat. GPS nya bermasalah. Makanan jadi gak fresh. Resto udah nyediakan lebih awal. Lalu pelayanan laporan juga lemot CS nya. Gak gercep. Kecewa banget.,1
"gw pilih express mahal2, malah enga sesuai waktu. 30 menit malah jadi 1 jam lebih",2
"Dibenahi lagi dong banyak yang nggak sesuai , diaplikasi motornya apa yang dateng apa, di aplikasi orqngnya siapa yang dateng siapa nggk jelas banget!",1
Disaat butuh apk ini knp saya gak bisa masuk akun ya terkendala trs masuk akunnya coba dong tolong pendapatnya solusinya karna ada uangnya,2
"Gofood dah gabisa double voucher udah gitu voucherna gitu"" aja beda sama sebelah ngasih voucher % nya gede walaupun gabisa di double",1
Sejujurnya sy sangat amat terbantu. cuma 1 aja yg menurut sy itu fatal dan sy jg ud sampaikan masukan ini sebelumnya tp belum ada perubahan. di gojek untuk pemakaian saldo gopay baik pemesanan gofood goride atau googleplay dll itu masih dg tanpa konfirmasi pin jd jangan heran klo tangan salah pencet dikit ud kepesen atau hp dimainin anak tiba2 ada kebayar apa gtu saldo gopay berkurang pdhl kita gk ngerasa pesen/ pake saldo tsb. mohon diperbaiki dg konfirm pin pd setiap x penggunaan saldo. Thx,3
Kenapa cashback go pay coin tidka masuk ke akun..saya sudah ditipu gojek dah berulang kali.... Jelas2 ditulisan selamat mendapatkan cashback gopay coin tapi nyatanya zonk... Penipuan namanya 👎,1
Buruk,1
Dah 2hari verifikasinya gagal trus cuk bwat upgrade biar bisa transfer😠😠,1
driver ny bnyk yg g sesuai apps dan makanan sudah di bayar malah di tagih uang lagi,1
Udah pesen 5 kali tapi ga direspon sama sekali Jujur kecewa sih sama pelayanan skrng,1
"Tgl 2 Januari 2024 saya pesan barang di tokped, pemilihan kurir sameday. Lalu pd jam 11.41 siang ada telp dengan no baru dan saya tdk lantas mengankatnya karna sedang tidak pegang hp pd saat itu (saya liat di riwayat panggilan) kiranya jam 12.08 saya liat sudah ada bbrp telp masuk dan ada inbox dari gojek. Ternyata paket saya sudah sampai, lalu saya liat chat drivernya.sungguh disayangkan chat terakhir dari drivernya yg mengatakan ""setan paket mau diambil gak gua udah lama nungguin anj**g""",1
Aplikasi ribet topup aja banyak perifikasi,1
"Pesan gocar pas hujan ga diambil2, padahal urgent.",1
Mau login aja di persulit suruh nunggu sejam buru buru nih,3
"Kasih fasilitas tombol kunci untuk alamat rumah di aplikasi gojeknya gan, mau beli makan, makan apa? lokasi anda, rumah, tapi waktu pesan go food, dah lapar, pencet tombol, oke, tapi di alamat tertulis bukan rumah, padahal di notif waktu pesan makanan, applikasi sudah tahu, kita di rumah, alhasil dikirim makanan ke alamat tak di kenal, ke samsat, padahal pesan gojek ke samsat aja belum pernah,, alamat agar di kunci. dan notifikasi gofood agar konsisten saat pesan makanannya juga. Trimakasih.",1
"kecewa sama gojek, tiba2 voucher ilang dan sekarang gak pernah dapat voucher lagi. bahkan biasanya bisa dapat cashback dr gopay karna invest bibit tp sekarang dah gak muncul pas pembayaran. sudah lapor tp tidak ada penyelesaian. kalaupun saya berbuat salah itu apa?? tidak ada penjelasan. padahal akun dah terlanjur plus, apa ini signal buat pensiun pakai gojek.",3
Makin gajelas gojek saya cuma tf 5k aja ke temen di blokir akun nya di bekukan udah minta untuk di buka ga di respon ini gimana gojek kecewa pake gopay di gojek makin gajelas,1
Gimana mau bayar kalo lupa password nya pas mau di ganti gaka bisa mulu,1
"Makin hari pesen gocar lama bener di wilayah perkotaan, alasan pd sibuk bnyak pesenan pd belagu🥱",2
Bagus...cuman biaya penanganan kalo bisa di kurangin.ki pie to gopay dendane kok ngeriiiii 50rb pait,2
Aplikasi pembodohan,1
"Sinyal internet bagus , dan buka aplikasi yg lain gak aga masalah",1
"Saya belanja di Tokopedia dengan pembayaran gopaylater tapi malah gagal dan di blokir, jadi gak bisa pake gopaylater lagi, pliss admin, buka blokir nya agar saya bisa menggunakan gopaylater lagi. Sekiranya tidak bisa di buat belnja di Tokopedia, ya lebih baik jangan di adakan.",1
"Tadinya mau instal, karna suruh instal sama tokopedia.. lihat ulasan sanga membagongkan, gak jadi deh",1
Gw suka semua fiturnya efisien tp ajg lah gofood. Gw beberapa kali mau pingsan udah lapar nunggu sejam lebih tp driver lagi sibuk semua pliss lah pastiin dl ada driver sebelum pesanan dibuatkan,2
maps nya gak pernah bener,1
"Saya sudah 6 kali upgrade gopay dan gagal terus, keterangannya data tidak sesuai dukcapil padahal data semua sudah sesuai. Mohon solusinya",1
Lebih aman nyaman harga normal,3
"Disaat lagi butuh gaada terus, hujan kecil aja pada cancel, gimana sih",1
jelek banget sekarang driver tinggal ngeboong se enak nya minta cancel,1
Sangat tidak bermanfaat 😅,1
"Terlalu sering ngebug saat ini, jadi susah ngorder",1
Admin mahal betul tiap kali transasi Tolonglah dikurangin,1
Seperti Yang B1 Lainnya,1
Susah cari driver padahal banyak driver yang dekat tapi malah dapat yang jauh harus nya yang terdekat jadi gax buang buang waktu,3
"Kelebihan, bisa top up banyak cara. Aplikasi lancar jaya. Kelemahan, Mohon diperbaiki di waktu jam brgkt/lunch/plg kerja. Dioptimalkan utk driver terdekat. Sehingga driver tdk terburu2, Jadi sbg cs aman selamat, tingkat kecelakaan tipis. Nanti lanjut nambah bintang jika next order lebih baik lg",2
"makin kesini makin gk jelas nih gojek,susah banget cari driver isi diibatalin sma driver,..sampah",1
Promo hilang terus ga jelas,1
"Udah GA selera gue sama Gofood jink lah ini gue mau beli makanan nya yaa bukan mamang Gojek nya😡 kelewatan bgt Padahal jarak nya deket BGT nya Tapi ongkir nya 30 rb Sedangkan nasgor nya 15 rb 😭😭 berasa mamang gojek nya yang pengen gue telen!!, kirain 2025 ini gojek memperbaiki nya lagi taunya ternyata ngucap istigfar gue, yang bener aja siii gue lebih suka gojek waktu masih yang dulu kalo sekarang demi Allah GA SUKA SAMA GOJEK YANG SEKARANG, padahal lagi laper laper nya payah nih gojek 👎🏻",1
payah operator nya pemesanan kedoble krn hp eror d cancel sudah lewat operator tp tetep d kirim pesanan doble,1
Gk ada bahasa indonesia nya.cara setingnya gimana,1
"Hari ini saya sangat kecewa trhdap para driver gocar di daerah Cipanas Puncak JABAR.saya order sudah 5x ada yg sudah terima orderan lalu mreka cancel,ada yg terima orderan tapi tdk bergerak,bahkan yg bikin sya kesal bgt ada driver jrak 20M cancel orderan.! Mana saya sudah menunggu lama,mlah d cancel.sya mnunggu hmpir 1 jam,mana sya ada 2 org anak yg rewel mau pulang.klo memang driver gocar daerah Cipanas Puncak Cianjur tdk butuh penumpang.lebih baik berhenti saja kalau hanya PHP in penumpang.!!!",2
Saya kaget lihat gak dapat ambil gopay masalah gopay plus wktu telat yg ingin tarik tunai jdi kembali saya kesal karena pusing ulang upgrade gopay salah gak bisa buka.. Jngn buat salah ini gopay salah Tanggung jawab gojek .lapoooo,1
"Aplikasi nya bagus cuma tiap mlm saya perlu gojek pasti gak ada driver yg mau jngan jdi driver gojek klo kbanyakan sibuk terus driver nya. Tolong dong kalo mlm di perhatikan saat di butuhkan gak pernah dapet klo mlm pesan goride,,aneh kurang suport nih",3
"Kecewa karna setiap mesen mobil L slalu dapet yang jauh driver nya slalu minta cancel karna terlalu banyak d cancel sampai"" dapat peringatan dari gojek,, kan bukan salah saya driver nya yg minta cancel...",2
"Maaf, kenapa sekarang jadi satu sama go partner sig",3
"Titik lokasinya tidak akurat..., Alamat(titik lokasi) yang sudah diperbaiki, ketika di cek kembali malah berubah lokasi(tidak akurat)",1
"Kenapa kalau habis hujan order gofood rata2 dapet drivernya jauh, resto dimana driver dimana makanan yang harusnya nyampe 15 menit bisa jadi 1 jam, hiks Kalau pesen mie kuah nanti udah jadi mie kukus 😂😂😂",3
Mempersusah orang 😑😑 saya sangat kecewa,1
Katanya dapat cashback 30rb tapi malah gak ada,1
Kurang puas kontl,1
Lambat memberitahukan ACC pinjaman,1
Mau nanya kok di apk sya ga ada gosendnya yaa?,3
ok,5
Penanganan masalah yg beribet,3
"Barusan saya pesan goride 4/5 kali semua di batalin gak tau knapa ,pdahal bner2 urgent dan butuh cepet , saya bener2 emosiii SMA gojek bener2 emosiiiiiiii",1
"Sangat mengecewakan, nunggu go food hampir sejam endingnya ga dapat driver dan di cancel sepihak Sistem macam apa itu? Tolonglah diperbaiki dan tetap hargai customer juga🤦",1
Sangat membantu,3
"Biaya jasa aplikasi nya terlalu mahal, ngebuat gak nyaman saat memesan makanan",2
Ok,3
Aplikasi GATEL!!!!!!kuota fullll loading gak bisa!,1
"cs gojek apaan dah ga ngebantu sama sekali kaya bot asu, kalo bisa ngirim gambar mah gua kirim percakapan ama si cs, dan kalo ada bintang -100000000000 gua kasih dah buat apk ini, sorry jek gojek mau pindah di sebelah🙏😝",1
Aplikasi gagal total,1
Lama sekali driver nya,1
"Gojek taik, pesan gofood pake expres nambah biaya. Malah datang nya telat juga. Di restoran Bundo kandung Batam. Jelekk banget ni gojek gak ada tindak lanjut kah. Udah pake biaya tambahan.",1
"Bisa tidak,klo drivernya itu gak sengaja ngambil pesanan gofood diinfokan pd costumer biar pesanannya dibatalkan? Sudah ditungguin lama,drivernya gk ada respon.",1
APLIKASI SELALU ELOR,1
Tiba tiba paylatter di blokir tanpa pemberitahuan,1
Adakan fitur buat hapus chat dong.? Asli risih dan suka bikin salah paham,3
Ok,3
pengem balian dana g pernah sesuai sama erimasi jangka waktu jelek banget parah aplikasi nya bukan ngebatu malah ngebebanin,1
"Pacar saya beli voucher 19,900 gratis ongkir... Ehhh tau2nya ttep bayar ongkir... Gimana ini pak nadiem... Bagi saya uang segitu banyak... Mungkin bagi anda sedikit... Saya cari uang 40ribu buat top upin pacar saya itu nggak gampang... Sekarang pacar saya kelaparan.. Sedangkan uang saya habis... Gak berkah aplikasinya",1
ongkir terlalu mahal jg sering gangguan,1
Makin lama ga banget. Nunggu driver pada tah kmna Kapok pake gojek,2
kalau hujan driver susaaaaahhhhh bangetttttttt serius...,1
"Setelah di perbarui, aplikasi suka keluar sendiri saat sedang di pakai",2
Lama loding nya,1
"lagi ada masalah sama akun ku kek nya, mesen ojol 10 menit+++ gak dapet dapet",2
Aplikasi anjengggg Ampasssssss,1
Begitu ada promo susah dapat driver,2
"Alhamdulillah...udah aktif lagii, Mau nanya dong...gimna caranya, biar ID saya bisa di pindahkan ke nomer saya yg sekarang saya pakai...soalnya nomer yang lama udah lama gk aktif,habis di blokir dr hp...karna lupa nomer pink kunci hp, tolong di bantu biar bisa transfer lewat gopay lagii...ke gopay temen 🙏 Okey siap...entar saya kirim imel ke konter gojek buat perubahan nomer 🙏",4
Cobalah yg gojek gausah rokok kalau bawa penumpang,1
"Males pake gojek sekarang. Pelanggan dirating. Driver nuntut bintang 5, eh dia seenaknya rating konsumen dan digunjingin di grup wa driver. Emang hrs kasih tip agar rating bagus?",1
Terlalu memakan memori hp,3
Di updet malah gak bisa di buka,1
isi saldo dari cimb niaga ke gopay gak masuk-masuk padahal mau buru-buru di pake,2
GK promo,1
Aku mau pesen Ojek nggak bisa kenapa aneh... pake apk Grab bisa,1
Banyak driver yang cancel orderan krn jemput terlalu jauh...,1
Saya kasih bintang tiga dulu karna saya daftar jadi driver tapi blm dipanggil untuk verifikasi akun ..wkwkw,3
kenapa banyak iklan gojek cuk,1
Tolong saya demi tuhan g pernah ada tf d chat trsebut koq isa dana gopay saya hilang dngan sndrinya tlong dngan Kbijaksanaanya KEMBALIKAN dana saya!!!!,2
Ini kenapa saldo gopay gabisa di pergunakan ya aneh banget saya lagi butuh buat transfer loh,1
"Tolong untuk mitra2 nya di filter lagi, kadang dapet yang omongan mulutnya kayak sampah. Di bintang rendah ngamok2 berasa paling jadi korban.",3
"gojek maikin parah,titik lokasi maps dimana GPS dimana gak sesuai tolong lebih diperhatikan",2
Info buat driver harus lebih sabar lagi jangan dikit2 marah ke caustamer jangan slow respon juga. Ga enak di denger sampe marah2 ke caustamer kyak ga niat kerja udh nunggu lama malah di cencel sama gojek nya,1
"Ini gojek kenala sih? Dari kemarin gk bisa log in, kendala teknis terus Signal hp kenceng ya, memori jg ada, apa sih masalahnya Udah di instal dan uninstall, tolong dong diperbaiki Sebelum uninstal selamanya dan beralih ke app lain yg jg banyak, cuma saldo aja ada ketahan disini Tolong dong gojek, perbaiki aplikasimu ini",1
LOGIN AJA GA BISA APK TOLOL,1
"Lebih suka fitur gofood plus ditiadakan, lebih suka fitur gofood yang lama. Driver dulu baru pesen makanan.",1
Sudah gak berguna,1
Fix aplikasinya JELEK BANGET NYESEL INSTAL,1
"Aplikasi error, gak bisa ke buka Padahal habis isi 150k",1
Aplikasinya berat... Terlalu ribet tdk simple,3
Gofood sekarang makin gila mahal minta ampun aws bangkrut aja onkir mahal pesan mkn di Gofood kena chas sna sini padahal resto sendiri gk ada nambah nambah tapi yg pemilik aplikasi curang banget,1
"Sedih, karena paylater tidak bisa di gunakan,padahal pembayaran lancar,apalagi senang bertransaksi lewat aplikasi ini, Tp sayang nya kecewa 😔",1
"Assalamualaikum pihak gopay KEMAREN SALDO SAYA TANFER KE ATM TERS TULISAN NYA BERHASIL TPI KOK PAS DI AMBIL BELM ADA 400K UANGNYA TOLONG BANTU😊 400k banyak lohh😊, tolong bantu gimana, jagn sampe ilng😊",1
"min tolong dong driver nya harus selalu pegang uang kecil buat kembalian,ato min ada saldo gopay deh,kesel banget udah gak cuma sekali duakali lho min driver nya beralasan gada kembalian,yg harus ny saya kasih tip 5k malah jadi 9k sendiri,lebih mahal dr ongkirnya,ampuun deh🤦 kalo begini terus mending uninstal aja cari platform yg lain,,tolong dibenerin min,makasih",3
"Gua mau ganti nomor hp baru di akun agar bisa buat pin eh malah gabisa minta bantuan dari apk gojeknya malah jawabannya akun anda sedang kami tindak lanjuti,dahlah gak tau lagi Ama adminya",1
"Kenapa akhir2 ini aplikasi sering error? Diperbaiki dong, jadi ga bisa dipake pas dibutuhin",1
Aplikasi loadingnya lama,1
"Nunggu layanan Gofood nya bagus sprti biasa nya baru kasih bintang 5!!! Skrng stiap malam mesen Gofood sangat"" susah, driver lg sibuk trus dapat ya biasanya tdk sprti ini",1
Kenapa tiba tiba ada yang meneror saya ke aplikasi gopay???,1
Sudah 2x upgrade gopay tetapi masih ditolak. Gak tau apa alasannya...padahal sudah sesuai intruksi dari aplikasi. Awas aja klo ada yg menyalahgunakan Data Saya. Bakal saya tuntut kau Gojek.,1
Jangan suka ngasih promo pake paylater. membiasakan orang pakai paylater gak baik,1
"Trlalu lama mncari driver,pdhl bnyak yg on",1
"Gk jelas sekarang aplikasinya, make nggak, eh gopaynya kepotong",1
"Kenapa ya saya selalu dibilang nitik maps gak bener ..padahal saya cuma ketik alamat ..kan yg nyari alamat sampe depan rumah itu tugas driver .alamat udah ada lengkap ,nomor rumah ada ..apa yg salah ? Apa jangan jangan driver males kerja yaa gk mau usaha ..tolong di koordinasi lah sama para drivernya .klo kerja jangan manja .saya jadi gak nyaman pake aplikasi ini. seakan saya yg salah 😑..",3
"Untuk saya pribadi aplikasi ini sangat membantu karena saya hanya menggunakan saat2 tertentu saja,tetapi tolong diperbaiki lagi,belajar dari keluhan2 konsumen,supaya tetap exist,, Good job..",3
"ga jelas, tf ke gopay lain tidak bisa! alasannya karena saya menyalahgunakan tapi saya minta bukti ga ada!!!",1
"GA BISA IKUT EVENT UDAH LAPOR DARI APLIKASI RESPON BOT, LAPOR GMAIL GAAADA PERKEMBANGAN, LAPOR IG MALAH LEMPAR KE EMAIL GA BANTUIN, LAPOR FB GA JALAN, LAPOR TWITTER GA JALAN, GA GUNA BINTANG 1 AJALAH BUAT LAH CS ONLINE REAL TIME BUKAN RESPON BOT !!!!!!!!!!",1
Sering banget di-cancel sama driver padahal udah nunggu lama. Makin lama makin mahal tapi pelayanan nya kurang oke.,2
Applikasi bego aanjgg dari kemarinn sepi driverr mulu taiii hapu ajaa anjggh,1
tidak recommended makanan mau di bawa kabur byr pke gopay,1
pemarasan. utang 90. sehari denda 50 ribu. gak usah make lagi. pemerasan bangt. gak usah di pake lagi,1
Server error terus gabisa delivery order,1
"tiba tiba ada notif sign d email ini,,pdahal saya tidak pernah mendaptar memaakai email ini....",1
"Gak bisa di andelin lama2 ,kelamaan ga dapet2 driver..... Makin kesini makin kesanaaaaa... Kebanyakan argo kecil sih makanya driver gaada yg nyocol orderan.",1
"Udah lama pake aplikasi gojek, gofood dll nya. Tapi baru sekarang yang agak kesal karena mau order makanan, biaya ongkos kirimnya mahal banget. Oh my god ongkirnya hampir sama dengan biaya makanannya. Voucher disediakan tapi gak ada gunanya. Ongkirnya tetap tinggi banget. Padahal restonya gak begitu jauh. Tolong lah ya pihak GOJEK, di perhatikan lagi dalam menetapkan ongkir untuk Gofood nya. Masa iya ongkirnya mahal banget. Kembalikan seperti dulu. Dulu ongkirnya ga mahal bgt. Jangan nyiksa gitu",1
PAYAHHHHH!!!! UNINSTALL FIX!!!,1
2 dulu,2
"Gojek sekarang parah bangetttt Udah argo nya gak seberapa titik maps nya gak sesuai,ambil orderan jauh antarnya juga jauh banget bahkan selalu salah dan jauh banget antar pesanannya,terus saldo saya pernah gak sesuai dan prosesnya lama bener Udah parkir kagak rembes , nunggu nya lama kalau di resto, tolong diperbaiki sistemnya Kalau begini terus yang ada gak ada yang mau aplikasi gojek untuk kedepannya",1
Bunga gopaypinjam gede benar...,1
"Bru mencoba apl yg baru,semoga baik2 sja",3
"lu ga punya driver lagi ya njir, sush bgt dapat driver, udah dapet ga ngira2 jauhnya. Mapsnya ga pernah bener. Heran.",1
Aplikasi tidak bisa di buka tolong solusinya,2
Apl ini sering nagih² ga jelas pdhal kita sudah tdk punya tagihan sm sekali tp disuruh tf ke akun bca ga jlas bgt,1
Lumayan,3
Mau mesen gofood tp vocher promo gk bisa di gabungin dengan koin. Lah terserah gw dong itu kan koin2 gw. Masa kalah ama shopee sih. Dia aja bisa. Koret banget bikin sistemnya,1
Penjajah berkedok aplikasi. Aplikasi penghisap darah anak bangsa. Dulu saya bangga dgn gojek sekarang sya sangat kecewa sekali. Kalian hanya mengambil keuntungan utk kepentingan kalian sendiri tanpa memikirkan nasib mitra driver kalian yg sejatinya ujung tombak kalian yg berperan besar membesarkan nama kalian.,1
Murahan ongkir aplikasi sebelah. Hanya pakai sekali2 aja .,3
"Aplikasi taik, smakin lama ada aja tarif inilah itulah saat pesan gofood, udh gk masuk akal nih aplikasi ngasih harga ongkos dan jasa2 lainnya!!!!!! Auto uninstal!!!!!",1
Keluar keluar sndiri stres,1
"parah banget pukul 21.00 malam minggu kemarin tanggal 2 saya pesan gocar dicancel terus menerus, sampe 12x pdahal pilihannya pakai gocar prioritas. kenapa mesti diambil sama drivernya dan driver seenaknya cancel.? tolong perbaiki sikap dan attitude nya para driver gocar",1
Akhir akhir ini suka buffering... Lamakalo mau pesen go food,2
"Driveer car di solo rata rata brengsek, orderan di bawah jarak 5km, nggak mau ambil...ini bukan tentang nggak ada deiver, tapi orderan jarak dekat selalu di cancel, dan selalu bwgitu,",3
Kadang ttik gk sesuay,3
"Penentuan lokasi tidak akurat, salah titik jadi tidak bisa, pakai go food",2
Buruk,1
"Pesanan Gi food indak bisa dibatalkan, padahal saya ingin mengubah alamat pengantaran, fee pengantaran juga terasa sangat mahal. Uninstall",1
Ok,2
